"publicdesc";"groupdesc";"privatedesc"
"Reference:
Gebhart et al. Hepatocellular expression of glutamine synthetase: An indicator of morphogen actions as master regulators of zonation in adult liver. Progress in Histochemistry and Cytochemistry 41 (2007) 201â266

Figure 10:
Section of mouse liver subjected to adenoviral-mediated expression of a dominant stable mutant of b-catenin immunohistochemically stained for glutamine synthetase. High
expression of glutamine synthetase is apparently found in all transfected hepatocytes matching
cells with nuclear stainging for b-catenin, and in the normal GS-positive zone around the central veins (arrows). In these pericentral hepatocytes no cytoplasmic or nuclear staining for b-catenin can be detected with the antibody used (directed against the C-terminus of b-catenin).
For details of the mice used herein see Harada et al. (2002). PV, portal vein; CV, central vein
(magnification: x60).";"Fill in your group notes here.";"Fill in your private notes here."
"Reference:
Geerts et al. Gender-dependent Regulation of Glutamate Dehydrogenase Expression in Periportal and Pericentral Zones of Rat Liver Lobules. Journal of Histochemistry and Cytochemistry 1996 Vol 44, No 10, pp 1153-1159. 

Figure 3. 
Digital images of expression patterns in serial sections of a liver of a fed female rat. Glutamine synthetase mRNA was used as a marker for the pericentral zone.";"Fill in your group notes here.";"Fill in your private notes here."
"Reference:
Geerts et al. Gender-dependent Regulation of Glutamate Dehydrogenase Expression in Periportal and Pericentral Zones of Rat Liver Lobules. Journal of Histochemistry and Cytochemistry 1996 Vol 44, No 10, pp 1153-1159. 

Figure 4. 
Digital images of expression patterns in serial sections of a liver of a fed male rat. Glutamine synthetase mRNA was used as a marker for the pericentral zone.";"Fill in your group notes here.";"Fill in your private notes here."
"Reference:
Crawford. Development of the Intrahepatic Biliary Tree. Seminars in Liver Disease, volume 22, number 3, 2002.

Figure 5B:
Immunohistochemistry of the developing liver, stained for CK-19. 18-week fetus, showing circumferential CK-19 immunostaining, with focal duplication of the ductal plate. 
Magnification x100.";"Fill in your group notes here.";"Fill in your private notes here."
"Reference:
Crawford. Development of the Intrahepatic Biliary Tree. Seminars in Liver Disease, volume 22, number 3, 2002.

Figure 5A:
Immunohistochemistry of the developing liver, stained for CK-19. 16-week fetus, showing individual CK-19âpositive cells along the interface of the parenchyma and portal tract mesenchyme. 
Magnification x100.";"Fill in your group notes here.";"Fill in your private notes here."
"Reference:
Crawford. Development of the Intrahepatic Biliary Tree. Seminars in Liver Disease, volume 22, number 3, 2002.

Figure 5C:
Immunohistochemistry of the developing liver, stained for CK-19. 18-week fetus, showing formation of peripheral ductal structures, with discontinuity of the ductal plate. A prominent portal vein is in the center of the portal tract, and a smaller hepatic artery is eccentrically located. 
Magnification x40.";"Fill in your group notes here.";"Fill in your private notes here."
"Reference:
Crawford. Development of the Intrahepatic Biliary Tree. Seminars in Liver Disease, volume 22, number 3, 2002.

Figure 5D:
Immunohistochemistry of the developing liver, stained for CK-19. 18-week fetus, with scattered peripheral ductular structures and a prominent tubular bile duct more centrally located
in the portal tract mesenchyme. The portal vein is centrally located, and the hepatic artery is eccentrically located. 
Magnification x40.";"Fill in your group notes here.";"Fill in your private notes here."
"Reference:
Crawford. Development of the Intrahepatic Biliary Tree. Seminars in Liver Disease, volume 22, number 3, 2002.

Figure 5F:
Immunohistochemistry of the developing liver, stained for CK-19. 22-week fetus, with a tubular bile duct with a CK-19âpositive ductular tether to the CK-19âpositive ductal plate. 
Magnification x200.";"Fill in your group notes here.";"Fill in your private notes here."
"Reference:
Crawford. Development of the Intrahepatic Biliary Tree. Seminars in Liver Disease, volume 22, number 3, 2002.

Figure 5E: 
Immunohistochemistry of the developing liver, stained for CK-19. Term infant, with a mature bile duct within the portal tract and a CK-19âpositive peripheral bile ductule. 
Magnification x40.";"Fill in your group notes here.";"Fill in your private notes here."
"Reference:
Crawford. Development of the Intrahepatic Biliary Tree. Seminars in Liver Disease, volume 22, number 3, 2002.

Figure 5G: 
Immunohistochemistry of the developing liver, stained for CK-19. Term infant, with a mature bile duct cut in crosssection and bile ductuleâcanal of Hering unit cut longitudinally, extending into the hepatic parenchyma. Magnification x200.";"Fill in your group notes here.";"Fill in your private notes here."
"Three-way correlation in a 26-month-old mouse with Alzheimerâs disease (AD). Panels A, C, and E are full field of view (FOV), and panels B, D, and F illustrate a magnified subsampled area centered on the hippocampus of the parent image to its left. The numbered arrows point to identical spatial coordinate positions in the common space of the three spatially registered volumes (in vivo, ex vivo, histological) using a linked cursor system. Spatially matched in vivo (A, B), ex vivo (C, D), and histological sections (E, F) conclusively demonstrate that the dark areas seen in vivo do indeed represent plaques. (E) Scale bar = 500 um. (F) Scale bar = 200 um. Plaque sharpness in vivo approaches but is clearly inferior to that obtained on ex vivo magnetic resonance microimaging (MRMI).";"Fill in your group notes here.";"Fill in your private notes here."
"Spin-echo versus T2* gradient-echo plaque contrast. In vivo magnetic resonance microimaging (MRMI) of a 20-month-old mouse with Alzheimerâs disease (AD): (AâC) a spin-echo and (DâF) a T2* gradient-echo image at the same anatomic position. Spatial resolution was identical between the two acquisitions (60 Ã 60 um in plane and 120 um through plane). Panels B and E, centered on the cortex, are magnified from the corresponding parent image in panels A and D,
respectively. The size of the largest plaque in the cortex (arrow 1) is considerably larger on the T2* (E) than on the spinecho image (B). However, the smaller plaques, indicated by arrows in panel B, are clearly visible on the spin-echo and are barely perceptible on the corresponding T2* gradient-echo scan (E). Panels C and F, centered on the striatum, are
magnified from the corresponding parent image in panels A and D, respectively. Note that plaques (circled) in the striatum that are distinctly resolved on the spin-echo image (C) are blurred into a âsingleâ dark spot on the T2* image (F).";"Fill in your group notes here.";"Fill in your private notes here."
"Transport of mitochondria into neurites
of differentiated neuroblastoma cells is impaired
by overexpression of tau. Tau40-stable
(aÃc) and mock-transfected N2a cells (dÃf) were
differentiated for 2 d by addition of 1 mM retinoic acid into medium containing 0.1% fetal
calf serum and fixed in methanol. Mitochondria
were visualized with MitoTrackerÂª Green (a and d), immunostaining was done with antibodies
against tubulin (b and e) and tau (c and
f). It can be clearly seen that significantly fewer mitochondria are present in the neurites of taustable cells in contrast to control cells (compare a and d, and Table I). In addition, mitochondria in tau-stable cells appear to be more clustered in the vicinity of the MTOC (a), similar to tau-stable CHO cells. The comparable staining intensity of the cell bodies indicates that the clustering effect is not due to a lower number of mitochondria in the tau-transfected cell. Bar, 10 mm.";"Fill in your group notes here.";"Fill in your private notes here."
