"string";"# total labels";"total labels";"# unique labels";"unique labels"
"realm, region, part, neighborhood, areaatrophicfrontlet, frontal, facade, frontage, head-on";"4";"part, head, region, neighborhood";"4";"part, head, region, neighborhood"
"discolour, color, emblazon, color in, people of colour, colourize, colorize, coloring material, colouration, coloring, colorise, gloss, semblance, colouring material, distort, colouring, coloration, vividness, colour in, colour, colourise, discolor, people of color, tingepoint, signal, betoken, sign, signalise, indicate, signaling, bespeak, signalizegash, cut, slash, slicing, slice up, slit, slice, fade, pieceliken, compare, equatedata point, information, data, datumexhibit, expose, displayvividness, saturation, strength, chroma, volume, intensity, loudness, intensiveness, intensity level";"22";"data, material, material, color, color, color, information, cut, volume, signal, intensity, intensity, level, people, people, point, volume, saturation, sign, slice, slice, signaling";"16";"data, material, color, information, cut, volume, signal, intensity, level, people, point, volume, saturation, sign, slice, signaling"
"envision, figure, effigy, image, fancy, see, simulacrum, visualize, ikon, prototype, picture, persona, range of a function, visualise, mental image, epitome, icon, double, look-alike, figure of speech, project, range, paradigm, tropejury, impanel, instrument panel, board, venire, control panel, control board, gore, dialog box, empanel, panelrepresent, comparable, gibe, corresponding, like, fit, tally, correspond, agree, equate, jibe, stand for, check, matchcenter, concentrate, centre, centered, pore, focus, focus on, revolve about, revolve around, center on, rivet, concentrate onlens cortex, pallium, cerebral cortex, cortex, cerebral mantleoverdraw, magnify, exaggerate, exaggerated, overstate, enlarge, magnified, enlarged, hyperbolize, hyperbolise, blow up, amplifynurture, bring up, rear, parent, raise";"29";"cerebral cortex, board, board, box, center, check, concentrate, concentrate, control, control, image, image, double, double, double, range, range, parent, fit, focus, focus, for, function, like, picture, pore, project, see, speech";"23";"cerebral cortex, board, box, center, check, concentrate, control, image, double, double, double, range, parent, fit, focus, for, function, like, picture, pore, project, see, speech"
"saying, look, verbal expression, reflexion, facial expression, face, grammatical construction, construction, formulation, verbalism, aspect, manifestation, formula, locution, expression, reflectionglutaminecentral, fundamental, exchange, primal, cardinal, key, telephone exchangenuclear, atomicuse, used, put-upon, secondhand, utilise, victimised, practice, victimized, utilize, employ, expend, exploited, ill-used, habituate, apply";"11";"apply, aspect, face, telephone, expression, expression, expression, key, put, upon, verbal";"9";"apply, aspect, face, telephone, expression, key, put, upon, verbal"
"affected role, patient, patient roleguinea pig, national, topic, open, subject, discipline, subject field, capable, submit, content, field, theme, bailiwick, issue, field of study, subject area, dependent, case, study, matter, depicted object, subjugatecontrol, see, curb, check, manipulate, verify, master, ascendency, ensure, moderate, dominance, see to it, keep in line, restraint, ascertain, controller, ascendence, hold, insure, ascendance, mastery, control condition, assure, hold in, command, contain, operate, ascendancyvisual aspect, show, appearance, coming into court, appearingliken, compare, equatehooter, motor horn, trump, saddle horn, car horn, horn, automobile horn, tusk, french horn, trumpet, cornettumid, heavy, great, bombastic, orotund, gravid, big, larger, enceinte, expectant, large, turgid, magnanimous, declamatory, with child, bigger, prominentlateral, lateral pass, sidelong";"44";"affected, study, study, appearance, area, aspect, condition, patient, patient, case, check, child, contain, content, content, control, discipline, pig, field, field, field, french, heavy, hold, hold, into, subject, subject, subject, large, lateral, line, object, moderate, motor, national, open, pass, issue, role, see, see, to, with";"36";"affected, study, appearance, area, aspect, condition, patient, case, check, child, contain, content, content, control, discipline, pig, field, french, heavy, hold, into, subject, large, lateral, line, object, moderate, motor, national, open, pass, issue, role, see, to, with"
"lens cortex, pallium, cerebral cortex, cortex, cerebral mantlesulcushead, encephalon, learning ability, brainiac, genius, mind, mental capacity, mentality, brainpower, psyche, brain, wit, einstein, nous, mastermindrealm, region, part, neighborhood, arearise up, come on, coat, rise, earth's surface, aerofoil, surface, turn up, come up, control surface, come out, show up, open, airfoillayer, point, grade, horizontal surface, storey, flush, even, story, rase, pull down, floor, charge, stratum, even out, flat, degree, dismantle, unwavering, tied, tear down, plane, tier, take down, level off, stage, level, raze, spirit leveldelineate, precis, sketch, outline, abstract, adumbrate, lineation, synopsis, draft, limn, scheme, schemanasal, rhinal";"37";"brain, ability, abstract, abstract, lens, part, cerebral cortex, capacity, charge, coat, coat, region, control, stage, synopsis, draft, floor, grade, surface, surface, surface, surface, horizontal, learning, level, level, stage, plane, neighborhood, off, open, point, scheme, story, take, tear, learning";"33";"brain, ability, abstract, abstract, lens, part, cerebral cortex, capacity, charge, coat, coat, region, control, stage, synopsis, draft, floor, grade, surface, horizontal, learning, level, stage, plane, neighborhood, off, open, point, scheme, story, take, tear, learning"
"group, mathematical group, radical, chemical group, aggroup, groupingcomparison, compare, equivalence, comparability, comparingcoronal, lei, wreath, chaplet, garlandright, ripe, rectify, powerful, the right way, mighty, proper, right field, rightfield, decent, compensate, in good order, correctly, right wing, justly, good, aright, right on, mightily, decently, right hand, rightfulness, flop, correct, right-hand, redress, properly, veraciousmeaning, important, substantial, significant, pregnant";"22";"group, group, group, order, chemical, correct, field, hand, hand, good, good, order, order, order, radical, right, right, right, right, right, right, significant";"13";"group, order, chemical, correct, field, hand, good, order, order, order, radical, right, significant"
"cellular telephone, cellphone, cellular phone, electric cell, jail cell, cell, cadre, mobile phone, prison cell, cubicle";"15";"cell, cell, cell, cell, cell, cell, cell, cell, cellular telephone, telephone, mobile, cell, cell, cell, cell";"6";"cell, cell, cellular telephone, telephone, mobile, cell"
"biliary, biliouscorner, tree diagram, tree, sir herbert beerbohm tree, shoetreeabout, around, or so, more or less, some, roughly, approximately, just about, round, close to";"7";"biliary, diagram, or, or, round, some, to";"6";"biliary, diagram, or, round, some, to"
"leftfield, depart, pass on, give, bequeath, result, leave behind, odd, forget, will, left field, lead, provide, left wing, left over, exit, impart, remaining, left hand, unexpended, leftover, entrust, left-hand, leave alone, allow for, go forth, get out, leave, allow, go away, left, go out, pull up stakeshead, encephalon, learning ability, brainiac, genius, mind, mental capacity, mentality, brainpower, psyche, brain, wit, einstein, nous, mastermindaffected role, patient, patient roleright, ripe, rectify, powerful, the right way, mighty, proper, right field, rightfield, decent, compensate, in good order, correctly, right wing, justly, good, aright, right on, mightily, decently, right hand, rightfulness, flop, correct, right-hand, redress, properly, veraciousgrudge, account, rack up, hit, seduce, grievance, grade, make, tally, musical score, mark, score, nock, sexual conquest, scotch";"47";"brain, ability, score, score, order, patient, patient, capacity, correct, field, field, hand, hand, hand, hand, for, give, good, good, grade, hit, lead, learning, left, left, left, left, left, left, make, mark, order, order, order, over, pass, provide, rack, remaining, right, right, right, right, right, right, role, learning";"30";"brain, ability, score, order, patient, capacity, correct, field, hand, for, give, good, grade, hit, lead, learning, left, make, mark, order, order, order, over, pass, provide, rack, remaining, right, role, learning"
"pebibyte, pb, pib, petabytepreferent, positron emission tomography, ducky, pet, favored, deary, favorite, preferred, favourite, dearie, darling, best-lovedarena, field, domain, surface area, area, country, region, orbit, expanse, sphereliken, compare, equatecolonial, intensify, combine, chemical compound, compound, deepen, heightencontrol, see, curb, check, manipulate, verify, master, ascendency, ensure, moderate, dominance, see to it, keep in line, restraint, ascertain, controller, ascendence, hold, insure, ascendance, mastery, control condition, assure, hold in, command, contain, operate, ascendancy";"27";"domain, country, area, area, orbit, best, condition, positron emission tomography, check, chemical, region, compound, compound, contain, control, emission, field, surface, hold, hold, line, moderate, positron, see, see, to, tomography";"23";"domain, country, area, orbit, best, condition, positron emission tomography, check, chemical, region, compound, contain, control, emission, field, surface, hold, line, moderate, positron, see, to, tomography"
"centrallyliver-colored, liverlocate, set, placed, site, turn up, located, settle, place, situate, situatedportal site, vena portae, portal vein, portal, hepatic portal veinartery, arteria, arterial blood vesselgall, bilebiliary, bilious";"12";"vein, arterial blood, blood, set, hepatic, place, portal, portal, portal, portal vein, site, site";"9";"vein, arterial blood, blood, set, hepatic, place, portal, portal vein, site"
"shut, close up, fill up, conclude, closed in, unopen, close down, unsympathetic, fold, shut down, closed, come together, closeabscissahyphen, dash, elan, pall, sprint, style, scare off, flash, scare away, frighten away, frighten off, daunt, panache, crash, dah, dart, bolt, shoot, smash, scud, scoot, scare, flairdiameter, diamuttermost, maximal, utmost, upper limit, maximum, level bestmensurable, metrical, mensural, evaluate, measure out, quantify, metric, measure, value, assess, calculated, mensurate, valuate, careful, measured, deliberate, appraiseaverage, median, median value, medialminimum, lower limit, minimalremark, famous, notable, famed, celebrated, illustrious, notice, noted, mark, note, mention, take note, observe, take down, far-famed, renowned";"24";"value, value, closed, closed, fill, level, lower, lower, mark, maximum, measured, median, median, note, note, off, off, shoot, style, shoot, take, take, together, upper";"18";"value, closed, fill, level, lower, lower, mark, maximum, measured, median, note, off, shoot, style, shoot, take, together, upper"
"saying, look, verbal expression, reflexion, facial expression, face, grammatical construction, construction, formulation, verbalism, aspect, manifestation, formula, locution, expression, reflectionliver-colored, liverdigital";"6";"aspect, face, expression, expression, expression, verbal";"4";"aspect, face, expression, verbal"
"genus hippocampus, hippocampuscategory, class, familyfemale person, distaff, femaleenvision, figure, effigy, image, fancy, see, simulacrum, visualize, ikon, prototype, picture, persona, range of a function, visualise, mental image, epitome, icon, double, look-alike, figure of speech, project, range, paradigm, tropeatrophicpointer, arrow";"17";"person, class, class, image, image, double, double, double, range, range, function, genus, hippocampus, picture, project, see, speech";"15";"person, class, class, image, double, double, double, range, function, genus, hippocampus, picture, project, see, speech"
"diffractionelectron, negatron";"0";"";"0";""
"cellular telephone, cellphone, cellular phone, electric cell, jail cell, cell, cadre, mobile phone, prison cell, cubiclemitochondrion, chondriosomeabout, good, penny-pinching, nigh, come near, go up, draw close, come on, approximate, almost, near, virtually, cheeseparing, nearly, draw near, dear, close, skinny, approach, well-nigh, mostaddition, accession, increase, improver, plus, gain, add-on, summationantibody";"28";"accession, add, cell, cell, cell, cell, approach, approximate, increase, cell, cell, cell, cell, cellular telephone, telephone, draw, draw, gain, good, mobile, near, near, near, well, cell, cell, cell, cell";"16";"accession, add, cell, approach, approximate, increase, cell, cellular telephone, telephone, draw, gain, good, mobile, near, well, cell"
"portal site, vena portae, portal vein, portal, hepatic portal veinpoint of reference, acknowledgment, reference, mention, reference book, citation, character, reference work, source, credit, book of facts, consultation, extension, address, denotation, reference point, computer address, cite, character reference, quotationgrown, pornographic, full-grown, big, adult, grownup, fully grownpointer, arrowarrowheadartery, arteria, arterial blood vessel";"34";"book, book, address, address, address, address, adult, character, character, blood vessel, vein, arterial blood, blood, reference, reference, reference, reference, reference, reference, citation, computer, consultation, source, work, full, hepatic, point, portal, portal, portal, portal, portal vein, site, reference point";"22";"book, address, address, adult, character, blood vessel, vein, arterial blood, blood, reference, citation, computer, consultation, source, work, full, hepatic, point, portal, portal vein, site, reference point"
"rowing, run-in, wrangle, course, dustup, words, row, quarrelii, deuce, 2, twocontrol, see, curb, check, manipulate, verify, master, ascendency, ensure, moderate, dominance, see to it, keep in line, restraint, ascertain, controller, ascendence, hold, insure, ascendance, mastery, control condition, assure, hold in, command, contain, operate, ascendancysomeone, somebody, item-by-item, soul, case-by-case, person, single, individual, private, mortalaffected role, patient, patient rolepebibyte, pb, pib, petabyteexhibit, render, show, demo, evidence, shew, evince, usher, establish, depict, prove, point, testify, indicate, bear witness, designate, picture, read, express, show up, present, register, appearance, record, demonstrate, displayexhibit, render, show, demo, evidence, shew, evince, usher, establish, depict, prove, point, testify, indicate, bear witness, designate, picture, read, express, show up, present, register, record, demonstratesport utility vehicle, sport utility, s.u.v., suv";"36";"person, appearance, sport, condition, patient, patient, case, case, check, contain, control, course, evidence, evidence, record, record, hold, hold, line, moderate, picture, picture, point, point, present, present, private, read, read, role, row, run, see, see, single, to";"26";"person, appearance, sport, condition, patient, case, check, contain, control, course, evidence, record, hold, line, moderate, picture, point, present, private, read, role, row, run, see, single, to"
"tagged, pronounce, mark, labeled, tag, labelled, judge, labelnerve cell, neuronstreak, taproom, ginmill, measure, exclude, relegate, debar, legal community, stop, browning automatic rifle, blockade, stripe, banish, bar, barroom, block up, legal profession, barricade, prevention, cake, block off, saloon, blockcontrol, see, curb, check, manipulate, verify, master, ascendency, ensure, moderate, dominance, see to it, keep in line, restraint, ascertain, controller, ascendence, hold, insure, ascendance, mastery, control condition, assure, hold in, command, contain, operate, ascendancycorticaldeviation, difference of opinion, divergence, departure, difference, remainder, conflict, dispute";"33";"cell, automatic, condition, block, block, block, block, block, block, block, block, cell, check, community, contain, control, departure, difference, difference, hold, hold, labeled, legal, legal, line, mark, moderate, off, see, see, stop, to, cell";"25";"cell, automatic, condition, block, block, block, block, cell, check, community, contain, control, departure, difference, hold, labeled, legal, line, mark, moderate, off, see, stop, to, cell"
"amyloid, amyloidal, starchlike, farinaceous, amylaceoushead, encephalon, learning ability, brainiac, genius, mind, mental capacity, mentality, brainpower, psyche, brain, wit, einstein, nous, mastermindmental imagery, imagery, envision, figure, picture, visualise, image, fancy, project, imagination, see, visualize, imaging, tomographytagged, pronounce, mark, labeled, tag, labelled, judge, labelpussyfoot, black eye, computer mouse, sneak, shiner, mouse, creepbrass, memorial tablet, plaque";"17";"brain, ability, eye, black, capacity, computer, image, labeled, learning, mark, mouse, mouse, picture, plaque, project, see, learning";"16";"brain, ability, eye, black, capacity, computer, image, labeled, learning, mark, mouse, picture, plaque, project, see, learning"
"control, see, curb, check, manipulate, verify, master, ascendency, ensure, moderate, dominance, see to it, keep in line, restraint, ascertain, controller, ascendence, hold, insure, ascendance, mastery, control condition, assure, hold in, command, contain, operate, ascendancydevelopment, exploitation, evolution, developing, ontogenesis, ontogeny, maturation, growth, growingdispersion, statistical distribution, distributionsaying, look, verbal expression, reflexion, facial expression, face, grammatical construction, construction, formulation, verbalism, aspect, manifestation, formula, locution, expression, reflectionenvision, figure, flesh, soma, frame, number, fancy, shape, design, work out, count on, visualize, calculate, pattern, physique, forecast, visualise, fig, human body, image, build, physical body, picture, digit, form, reckon, anatomy, chassis, estimate, public figure, cypher, compute, name, material body, see, figure of speech, project, cipher, enter, bod, trope";"50";"human, maturation, name, number, pattern, digit, aspect, shape, material, condition, body, body, body, build, form, face, check, contain, statistical distribution, control, control, count, design, image, digit, distribution, work, estimate, evolution, expression, expression, expression, fig, frame, growth, hold, hold, line, moderate, picture, physical, project, public, see, see, see, speech, to, verbal, growth";"42";"human, maturation, name, number, pattern, digit, aspect, shape, material, condition, body, build, form, face, check, contain, statistical distribution, control, count, design, image, digit, distribution, work, estimate, evolution, expression, fig, frame, growth, hold, line, moderate, picture, physical, project, public, see, speech, to, verbal, growth"
"taucc, two hundred, 200set up, gather, foregather, tack together, tack, forgather, put together, assemble, meet, piece, get togethergathering, assembly, forum, meeting place, fabrication, assemblagestreak, taproom, ginmill, measure, exclude, relegate, debar, legal community, stop, browning automatic rifle, blockade, stripe, banish, bar, barroom, block up, legal profession, barricade, prevention, cake, block off, saloon, blockelectron, negatronextent";"22";"assembly, assembly, automatic, block, block, block, block, block, block, block, block, community, legal, legal, meeting, off, place, put, stop, together, together, two";"16";"assembly, assembly, automatic, block, block, block, block, community, legal, meeting, off, place, put, stop, together, two"
"brightly, burnished, vivid, brilliant, hopeful, bright, lustrous, promising, undimmed, brilliantly, shiny, smart, shiningbattlefield, domain, airfield, field of force, field of honor, playing field, theatre, battleground, field of operations, subject, discipline, subject field, field of study, area, field of battle, field, bailiwick, playing area, line of business, landing field, field of operation, subject area, champaign, theatre of operations, flying field, field of view, athletic field, arena, theater, sphere, plain, study, orbit, theater of operations, force fieldenvision, figure, effigy, image, fancy, see, simulacrum, visualize, ikon, prototype, picture, persona, range of a function, visualise, mental image, epitome, icon, double, look-alike, figure of speech, project, range, paradigm, trope";"43";"domain, study, study, area, area, area, field of view, orbit, image, image, discipline, double, double, double, range, range, field, field, field, field, field, field, field, field, field, field, field, field, field, force, force, function, view, subject, subject, subject, line, picture, operation, project, see, speech, sphere";"23";"domain, study, area, field of view, orbit, image, discipline, double, double, double, range, field, force, function, view, subject, line, picture, operation, project, see, speech, sphere"
"central, fundamental, exchange, primal, cardinal, key, telephone exchange";"2";"telephone, key";"2";"telephone, key"
"amyloid, amyloidal, starchlike, farinaceous, amylaceouschemical, chemical substance, chemicintensify, combine, chemical compound, compound, deepen, heightendevelopment, exploitation, evolution, developing, ontogenesis, ontogeny, maturation, growth, growingmental imagery, imagery, envision, figure, picture, visualise, image, fancy, project, imagination, see, visualize, imaging, tomographyligandcomplex body part, social organisation, body structure, anatomical structure, construction, social structure, bodily structure, social organization, structure, social system";"28";"maturation, body part, substance, part, body, body, chemical, chemical, compound, compound, image, evolution, growth, picture, system, organization, project, see, social, social, social, social, structure, structure, structure, structure, structure, growth";"18";"maturation, body part, substance, part, body, chemical, compound, image, evolution, growth, picture, system, organization, project, see, social, structure, growth"
"saying, look, verbal expression, reflexion, facial expression, face, grammatical construction, construction, formulation, verbalism, aspect, manifestation, formula, locution, expression, reflectioncentral, fundamental, exchange, primal, cardinal, key, telephone exchangedevelopment, exploitation, evolution, developing, ontogenesis, ontogeny, maturation, growth, growingenvision, figure, flesh, soma, frame, number, fancy, shape, design, work out, count on, visualize, calculate, pattern, physique, forecast, visualise, fig, human body, image, build, physical body, picture, digit, form, reckon, anatomy, chassis, estimate, public figure, cypher, compute, name, material body, see, figure of speech, project, cipher, enter, bod, trope";"38";"human, maturation, name, number, pattern, digit, aspect, shape, material, body, body, body, build, form, face, count, design, telephone, image, digit, work, estimate, evolution, expression, expression, expression, fig, frame, growth, key, picture, physical, project, public, see, speech, verbal, growth";"34";"human, maturation, name, number, pattern, digit, aspect, shape, material, body, build, form, face, count, design, telephone, image, digit, work, estimate, evolution, expression, fig, frame, growth, key, picture, physical, project, public, see, speech, verbal, growth"
"head, encephalon, learning ability, brainiac, genius, mind, mental capacity, mentality, brainpower, psyche, brain, wit, einstein, nous, mastermindnerve cell, neuroncontrol, see, curb, check, manipulate, verify, master, ascendency, ensure, moderate, dominance, see to it, keep in line, restraint, ascertain, controller, ascendence, hold, insure, ascendance, mastery, control condition, assure, hold in, command, contain, operate, ascendancylens cortex, pallium, cerebral cortex, cortex, cerebral mantlecross-link, cross-linkagediseasefrontlet, frontal, facade, frontage, head-onvividness, saturation, strength, chroma, volume, intensity, loudness, intensiveness, intensity level";"29";"brain, ability, cell, cerebral cortex, head, head, condition, capacity, cell, check, contain, control, cross, volume, hold, hold, intensity, intensity, learning, level, line, moderate, volume, saturation, see, see, to, cell, learning";"25";"brain, ability, cell, cerebral cortex, head, condition, capacity, cell, check, contain, control, cross, volume, hold, intensity, learning, level, line, moderate, volume, saturation, see, to, cell, learning"
"cellular telephone, cellphone, cellular phone, electric cell, jail cell, cell, cadre, mobile phone, prison cell, cubicletauclustering, bunch up, bundle, cluster, constellate, flock, clump, bunchproteinrecombinant";"16";"cell, cell, cell, cell, cell, cell, cell, cell, cellular telephone, cluster, telephone, mobile, cell, cell, cell, cell";"7";"cell, cell, cellular telephone, cluster, telephone, mobile, cell"
"hz, cycle per second, cycles/second, hertz, cps, cycletemplate rna, messenger rna, mrna, informational rnacentral, fundamental, exchange, primal, cardinal, key, telephone exchangecontrol, see, curb, check, manipulate, verify, master, ascendency, ensure, moderate, dominance, see to it, keep in line, restraint, ascertain, controller, ascendence, hold, insure, ascendance, mastery, control condition, assure, hold in, command, contain, operate, ascendancydevelopment, exploitation, evolution, developing, ontogenesis, ontogeny, maturation, growth, growing";"31";"maturation, condition, check, contain, control, cycle, cycle per second, telephone, evolution, growth, hertz, hold, hold, key, line, messenger rna, moderate, per, per second, second, second, second, second, second, second, see, see, to, rna, rna, growth";"25";"maturation, condition, check, contain, control, cycle, cycle per second, telephone, evolution, growth, hertz, hold, key, line, messenger rna, moderate, per, per second, second, second, second, see, to, rna, growth"
"gabardine, edward douglas white jr., patrick white, ashen, stanford white, andrew dickson white, ovalbumin, whiten, blank, bloodless, white river, e. b. white, white person, albumen, whitened, white, caucasian, patrick victor martindale white, lily-white, t. h. white, edward d. white, snowy, white-hot, whiteness, edward white, egg white, livid, tweed, theodore harold white, flannel, blanched, elwyn brooks white, clean, andrew d. whitelobecount, affair, thing, topic, matter, weigh, issue, subjectstreak, bars, taproom, ginmill, measure, exclude, relegate, debar, legal community, stop, parallel bars, browning automatic rifle, blockade, stripe, banish, bar, barroom, block up, legal profession, barricade, prevention, cake, block off, saloon, blockgrownup, adultold, honest-to-god, erstwhile, older, sr., elderly, onetime, elder, sometime, one-time, sure-enough, honest-to-goodness, senior, aged, quondam, former, previoussmuggled, lightlessness, pitch-black, fateful, black-market, opprobrious, calamitous, bootleg, blackened, fatal, melanize, black, contraband, inglorious, negroid, total darkness, disgraceful, smutty, black person, blacken, negro, dark, disastrous, ignominious, shameful, pitch-dark, grim, bleak, shirley temple black, dim, shirley temple, melanise, blackamoor, inkiness, sinister, nigrify, blackness, joseph black, pitch blackness, mordantcomparison, compare, equivalence, comparability, comparingcrazy, unhinged, brainsick, demented, disturbed, mad, sick, unbalanced";"76";"person, person, automatic, time, black, black, black, black, black, black, block, block, block, block, block, block, block, block, clean, community, douglas, egg white, elderly, white, white, white, white, white, white, white, white, white, white, white, white, white, white, white, white, white, fatal, hot, legal, legal, off, one, ovalbumin, pitch, pitch, pitch, issue, senior, pitch, pitch, pitch, stop, to, to, total, white, white, white, white, white, white, white, white, white, white, white, white, white, white, white, white, white";"28";"person, automatic, time, black, block, block, block, block, clean, community, douglas, egg white, elderly, white, fatal, hot, legal, off, one, ovalbumin, pitch, issue, senior, pitch, stop, to, total, white"
"grown, pornographic, full-grown, big, adult, grownup, fully grownbody, organic structure, dead body, soundbox, consistency, eubstance, physical structure, personify, trunk, torso, consistencehz, cycle per second, cycles/second, hertz, cps, cycledevelopment, exploitation, evolution, developing, ontogenesis, ontogeny, maturation, growth, growing";"25";"maturation, adult, body, consistency, cycle, cycle per second, trunk, evolution, full, growth, hertz, organic, per, per second, physical, second, second, second, second, second, second, structure, structure, trunk, growth";"21";"maturation, adult, body, consistency, cycle, cycle per second, trunk, evolution, full, growth, hertz, organic, per, per second, physical, second, second, second, structure, trunk, growth"
"break up, fragment, shard, fragmentize, sherd, fragmentisecleavage, segmentationrive, cleave, adhere, stick, cling, cohere, splitpathway, footpath, nerve pathway, nerve tract, tractgive rise, green goods, raise, bring out, bring about, acquire, make, get, grow, farm, produce, garden truck, bring on, develop, create, bring forth, green groceriesproteolytic";"8";"nerve, nerve, farm, fragment, green, green, make, pathway";"6";"nerve, farm, fragment, green, make, pathway"
"amyloid, amyloidal, starchlike, farinaceous, amylaceousload, incumbrance, onus, encumbrance, gist, weight, core, essence, saddle, effect, charge, loading, burden, burthen, weight downlong time, historic period, geezerhood, get on, age, eld, years, old age, mature, senesce, maturateanti";"12";"age, age, period, time, weight, weight, burden, charge, core, effect, loading, old";"10";"age, period, time, weight, burden, charge, core, effect, loading, old"
"abc, first principle, rudiment, alphabet, first rudiment, abc's, abcsdendritestreak, taproom, ginmill, measure, exclude, relegate, debar, legal community, stop, browning automatic rifle, blockade, stripe, banish, bar, barroom, block up, legal profession, barricade, prevention, cake, block off, saloon, blockdistalimpression, personal effects, force, gist, effectuate, core, essence, effect, effects, burden, set up, consequence, upshot, outcome, issue, event, resultdouble-dyed, vulgar, revenue, crying, sodding, rank, porcine, utter, thoroughgoing, perfect, gross, unadulterated, earthy, stark, pure, crude, everlasting, 144, flagrant, complete, megascopic, staring, glaring, egregious, arrant, consummate, receiptsshoot, put in, interject, interpose, inject, come in, throw indevil, old nick, prince of darkness, daystar, friction match, the tempter, lucifer, satan, beelzebub, morning star, match, phosphorus";"37";"outcome, alphabet, automatic, event, block, block, block, block, block, block, block, block, burden, set, community, complete, consequence, core, crying, effect, first, first, force, gross, inject, legal, legal, match, match, morning, off, old, phosphorus, issue, put, rank, stop";"30";"outcome, alphabet, automatic, event, block, block, block, block, burden, set, community, complete, consequence, core, crying, effect, first, force, gross, inject, legal, match, morning, off, old, phosphorus, issue, put, rank, stop"
"template rna, messenger rna, mrna, informational rnagrown, pornographic, full-grown, big, adult, grownup, fully grownbody, organic structure, dead body, soundbox, consistency, eubstance, physical structure, personify, trunk, torso, consistencecentral, fundamental, exchange, primal, cardinal, key, telephone exchange";"16";"adult, body, consistency, telephone, trunk, full, key, messenger rna, organic, physical, structure, structure, template, trunk, rna, rna";"14";"adult, body, consistency, telephone, trunk, full, key, messenger rna, organic, physical, structure, template, trunk, rna"
"leftfield, depart, pass on, give, bequeath, result, leave behind, odd, forget, will, left field, lead, provide, left wing, left over, exit, impart, remaining, left hand, unexpended, leftover, entrust, left-hand, leave alone, allow for, go forth, get out, leave, allow, go away, left, go out, pull up stakeslens cortex, pallium, cerebral cortex, cortex, cerebral mantlegyrus, convolutionenergizing, activation, activatinghead, encephalon, learning ability, brainiac, genius, mind, mental capacity, mentality, brainpower, psyche, brain, wit, einstein, nous, mastermindcontrol, see, curb, check, manipulate, verify, master, ascendency, ensure, moderate, dominance, see to it, keep in line, restraint, ascertain, controller, ascendence, hold, insure, ascendance, mastery, control condition, assure, hold in, command, contain, operate, ascendancyfrontlet, frontal, facade, frontage, head-ongroup, mathematical group, radical, chemical group, aggroup, groupingoccipital";"39";"brain, ability, activation, group, group, cerebral cortex, head, condition, capacity, check, chemical, contain, control, field, hand, hand, for, give, hold, hold, lead, learning, left, left, left, left, left, left, line, moderate, over, pass, provide, radical, remaining, see, see, to, learning";"30";"brain, ability, activation, group, cerebral cortex, head, condition, capacity, check, chemical, contain, control, field, hand, for, give, hold, lead, learning, left, line, moderate, over, pass, provide, radical, remaining, see, to, learning"
"tumid, heavy, great, bombastic, orotund, gravid, big, enceinte, expectant, large, boastfully, turgid, magnanimous, declamatory, vauntingly, with child, prominentloss, personnel casualty, deprivation, departure, red ink, going, exit, expiration, release, passing, redbiliary, bilioustoon, sketch, cartoon, animated cartoonduct, canal, channel, epithelial ductaffair, office, subprogram, go, use, social function, role, routine, function, map, run, serve, mapping, single-valued function, part, purpose, mathematical function, officiate, subroutine, work, social occasion, occasion, operate, procedureproliferate";"30";"part, personnel, canal, channel, child, departure, work, epithelial, expiration, expiration, function, function, function, function, map, heavy, large, mapping, purpose, red, release, role, routine, run, single, social, social, use, use, with";"26";"part, personnel, canal, channel, child, departure, work, epithelial, expiration, expiration, function, map, heavy, large, mapping, purpose, red, release, role, routine, run, single, social, use, use, with"
"energizing, activation, activatinghead, encephalon, learning ability, brainiac, genius, mind, mental capacity, mentality, brainpower, psyche, brain, wit, einstein, nous, mastermindcognitivefrontlet, frontal, facade, frontage, head-onharm, constipation, handicap, disability, damage, stultification, deterioration, deadening, disablement, impairmenthumanity, gentleman's gentleman, serviceman, piece, human being, mankind, valet de chambre, gentleman, valet, humans, homo, humankind, military man, human, military personnel, human race, world, man, human beings, isle of man, adult maleremembering, computer storage, memory board, storage, retentiveness, memory, computer memory, retentivity, store, retentionmild, soft, modest, meek, balmychore, task, undertaking, tax, labor, project, job";"40";"constipation, human, human, human, human, brain, ability, activation, adult, race, head, board, personnel, capacity, constipation, computer, computer, damage, deterioration, disability, isle of man, learning, man, man, man, memory, memory, memory, military, military, project, soft, storage, storage, tax, world, learning, memory, memory, memory";"28";"constipation, human, brain, ability, activation, adult, race, head, board, personnel, capacity, constipation, computer, damage, deterioration, disability, isle of man, learning, man, memory, military, project, soft, storage, tax, world, learning, memory"
"dispersion, statistical distribution, distributionsaying, look, verbal expression, reflexion, facial expression, face, grammatical construction, construction, formulation, verbalism, aspect, manifestation, formula, locution, expression, reflectionantibodydelineate, draw, depict, described, name, trace, describe, account, discover, distinguish, identify, key, report, line, key outdevelopment, exploitation, evolution, developing, ontogenesis, ontogeny, maturation, growth, growing";"21";"maturation, name, report, aspect, dispersion, face, statistical distribution, discover, distribution, draw, evolution, expression, expression, expression, growth, key, key, line, trace, verbal, growth";"18";"maturation, name, report, aspect, dispersion, face, statistical distribution, discover, distribution, draw, evolution, expression, growth, key, line, trace, verbal, growth"
